Country,Sex,Age_Group,Income,Happiness,Mental_Health,Enrollment,Unemployment,Decriminalization,Imprisonment days,Drug law offences,Number of sites with NSP,Total Direct Expenditure,Risk
Hungary,1,24,11457,59,12,0,5,0.0,730,7504.0,33,5.4,0.0
Hungary,1,24,39861,60,16,0,4,0.0,730,7504.0,33,5.4,0.0
Hungary,1,24,28896,60,11,0,3,0.0,730,7504.0,33,5.4,0.0
Hungary,1,24,35942,59,12,0,3,0.0,730,7504.0,33,5.4,0.0
Italy,1,24,25977,67,46,76,8,1.0,0,61997.0,137,278.5,0.0005498972702875
Italy,1,24,41995,71,46,75,7,1.0,0,61997.0,137,278.5,3.186193841927094e-05
Italy,1,24,39870,65,46,75,7,1.0,0,61997.0,137,278.5,0.0
Italy,1,24,55048,66,47,76,6,1.0,0,61997.0,137,278.5,0.0
Italy,1,24,13581,62,47,76,6,1.0,0,61997.0,137,278.5,7.601101523020196e-06
Italy,1,24,43533,65,47,76,6,1.0,0,61997.0,137,278.5,0.000716132191825
Italy,1,24,31366,60,49,76,7,1.0,0,61997.0,137,278.5,0.0
Italy,1,24,29678,58,49,77,8,1.0,0,61997.0,137,278.5,0.0008090196365618
Italy,1,24,28116,59,49,77,8,1.0,0,61997.0,137,278.5,0.0007470773607711
Italy,1,24,31274,60,50,76,10,1.0,0,61997.0,137,278.5,0.0010774356995297
Italy,1,24,49658,59,49,77,12,1.0,0,61997.0,137,278.5,0.0033610259029176
Italy,1,24,17298,60,51,77,12,1.0,0,61997.0,137,278.5,0.0015884238318827
Italy,1,24,20526,62,51,0,11,1.0,0,61997.0,137,278.5,0.0021144485572679
Italy,1,24,23244,63,50,0,11,1.0,0,61997.0,137,278.5,0.0033875897406194
Italy,1,24,34070,64,51,0,11,1.0,0,61997.0,137,278.5,0.0026820597177718
Italy,1,24,15944,64,51,0,10,1.0,0,61997.0,137,278.5,0.0012832351992239
Italy,1,24,33869,65,49,0,9,1.0,0,61997.0,137,278.5,0.0071123504191223
Lithuania,1,24,14608,69,38,100,13,0.5,0,3013.0,12,4.7,0.0
Lithuania,1,24,8963,69,36,100,13,0.5,0,3013.0,12,4.7,5.629649337875951e-05
Lithuania,1,24,10941,69,38,100,15,0.5,0,3013.0,12,4.7,2.385661300349927e-05
Lithuania,1,24,5125,69,38,100,16,0.5,0,3013.0,12,4.7,0.0001240987731636
Lithuania,1,24,17598,68,38,100,13,0.5,0,3013.0,12,4.7,0.000143196211129
Lithuania,1,24,11853,70,35,100,12,0.5,0,3013.0,12,4.7,0.0207269077387178
Lithuania,1,24,15700,60,35,100,10,0.5,0,3013.0,12,4.7,0.0
Lithuania,1,24,16717,58,36,100,8,0.5,0,3013.0,12,4.7,1.3085881322314094e-05
Lithuania,1,24,6234,56,35,100,5,0.5,0,3013.0,12,4.7,0.0
Lithuania,1,24,0,55,32,100,4,0.5,0,3013.0,12,4.7,4.590011997372771e-05
Lithuania,1,24,13809,48,34,100,5,0.5,0,3013.0,12,4.7,0.0001151275701173
Lithuania,1,24,15278,53,34,100,13,0.5,0,3013.0,12,4.7,0.0001725310107738
Lithuania,1,24,28399,59,34,100,17,0.5,0,3013.0,12,4.7,4.179886516731919e-05
Lithuania,1,24,21724,55,34,100,15,0.5,0,3013.0,12,4.7,4.559641135699932e-05
Lithuania,1,24,19841,61,33,100,13,0.5,0,3013.0,12,4.7,0.0001790229255424
Lithuania,1,24,29855,57,32,100,11,0.5,0,3013.0,12,4.7,0.0
Lithuania,1,24,31730,58,31,99,10,0.5,0,3013.0,12,4.7,0.0
Lithuania,1,24,30011,64,31,0,9,0.5,0,3013.0,12,4.7,0.0
Lithuania,1,24,30918,65,32,0,7,0.5,0,3013.0,12,4.7,6.458227392672874e-05
Lithuania,1,24,28336,63,33,0,6,0.5,0,3013.0,12,4.7,0.0
Lithuania,1,24,31805,63,31,0,6,0.5,0,3013.0,12,4.7,0.0
Lithuania,1,24,34824,68,39,0,7,0.5,0,3013.0,12,4.7,0.0
Netherlands,1,24,29741,70,65,84,6,1.0,0,18695.0,100,287.9,0.0
Netherlands,1,24,31887,68,64,81,5,1.0,0,18695.0,100,287.9,0.0001238911208594
Netherlands,1,24,28737,70,66,80,4,1.0,0,18695.0,100,287.9,0.0
Netherlands,1,24,31549,67,65,78,3,1.0,0,18695.0,100,287.9,0.0
Netherlands,1,24,44617,70,66,79,2,1.0,0,18695.0,100,287.9,0.0
Netherlands,1,24,30526,70,66,80,2,1.0,0,18695.0,100,287.9,4.609169226638218e-05
Netherlands,1,24,40288,70,63,80,2,1.0,0,18695.0,100,287.9,4.0728325146203067e-05
Netherlands,1,24,35965,75,62,81,3,1.0,0,18695.0,100,287.9,0.0
Netherlands,1,24,50270,69,62,80,4,1.0,0,18695.0,100,287.9,0.0001017166455996
Netherlands,1,24,52577,74,60,80,5,1.0,0,18695.0,100,287.9,0.0
Netherlands,1,24,43377,78,61,81,5,1.0,0,18695.0,100,287.9,1.5791995472840913e-05
Netherlands,1,24,52618,69,62,82,4,1.0,0,18695.0,100,287.9,3.440118810280224e-05
Netherlands,1,24,37355,75,59,83,3,1.0,0,18695.0,100,287.9,4.082129239808392e-05
Netherlands,1,24,25013,73,62,83,4,1.0,0,18695.0,100,287.9,0.0035516140608432
Netherlands,1,24,33934,75,62,84,4,1.0,0,18695.0,100,287.9,2.2645710994474333e-07
Netherlands,1,24,53557,73,62,88,4,1.0,0,18695.0,100,287.9,0.0
Netherlands,1,24,39267,74,62,88,5,1.0,0,18695.0,100,287.9,0.0
Netherlands,1,24,29699,75,64,90,7,1.0,0,18695.0,100,287.9,0.0001736578420154
Netherlands,1,24,56409,75,67,90,7,1.0,0,18695.0,100,287.9,0.0
Netherlands,1,24,37488,75,65,0,6,1.0,0,18695.0,100,287.9,0.0
Netherlands,1,24,46754,74,66,0,6,1.0,0,18695.0,100,287.9,0.0024174961538359
Netherlands,1,24,62407,71,66,0,4,1.0,0,18695.0,100,287.9,0.0025123006346504
Netherlands,1,24,60387,73,65,0,3,1.0,0,18695.0,100,287.9,9.432323772950364e-05
Netherlands,1,24,60365,74,67,0,3,1.0,0,18695.0,100,287.9,0.0024365206252951
Netherlands,1,24,60331,74,40,0,3,1.0,0,18695.0,100,287.9,0.0020398478938993
Norway,1,24,52716,70,61,67,5,0.0,180,17518.0,1,224.9,0.0
Norway,1,24,40070,69,59,68,4,0.0,180,17518.0,1,224.9,0.0110449661490316
Norway,1,24,80561,70,58,68,3,0.0,180,17518.0,1,224.9,0.0
Norway,1,24,50640,69,57,70,3,0.0,180,17518.0,1,224.9,0.0001176881179651
Norway,1,24,46777,70,59,69,3,0.0,180,17518.0,1,224.9,0.0106082724559968
Norway,1,24,67569,71,57,68,3,0.0,180,17518.0,1,224.9,0.0
Norway,1,24,80714,69,59,69,4,0.0,180,17518.0,1,224.9,0.0
Norway,1,24,74777,70,59,71,4,0.0,180,17518.0,1,224.9,0.0002336428027469
Norway,1,24,76326,75,60,74,4,0.0,180,17518.0,1,224.9,0.0099113251064976
Norway,1,24,52116,69,60,74,4,0.0,180,17518.0,1,224.9,0.0
Norway,1,24,66677,75,60,76,3,0.0,180,17518.0,1,224.9,0.0090136840071113
Norway,1,24,92721,69,61,78,2,0.0,180,17518.0,1,224.9,0.0
Norway,1,24,74027,69,59,78,2,0.0,180,17518.0,1,224.9,0.0086749768527555
Norway,1,24,56213,68,60,79,3,0.0,180,17518.0,1,224.9,0.008944062220531
Norway,1,24,65325,76,58,80,3,0.0,180,17518.0,1,224.9,0.016490025197559
Norway,1,24,49398,71,60,81,3,0.0,180,17518.0,1,224.9,0.007908341529157
Norway,1,24,78171,73,59,80,3,0.0,180,17518.0,1,224.9,0.0219035254935017
Norway,1,24,59200,77,59,82,3,0.0,180,17518.0,1,224.9,6.847728601313726e-05
Norway,1,24,50596,76,58,81,3,0.0,180,17518.0,1,224.9,0.0146574108969699
Norway,1,24,47568,75,60,0,4,0.0,180,17518.0,1,224.9,0.0216537454383625
Norway,1,24,55463,75,59,0,4,0.0,180,17518.0,1,224.9,0.0222846880561419
Portugal,1,24,33814,69,90,77,4,0.8,0,8308.0,252,71.7,0.0
Portugal,1,24,16380,70,90,74,6,0.8,0,8308.0,252,71.7,0.0002508297818217
Portugal,1,24,18774,71,89,65,7,0.8,0,8308.0,252,71.7,0.0
Portugal,1,24,28877,68,88,66,7,0.8,0,8308.0,252,71.7,0.0
Portugal,1,24,17817,50,89,67,7,0.8,0,8308.0,252,71.7,2.997579848683561e-05
Portugal,1,24,23113,50,88,68,9,0.8,0,8308.0,252,71.7,0.0
Portugal,1,24,29197,47,88,69,10,0.8,0,8308.0,252,71.7,0.0
Portugal,1,24,30622,51,85,70,12,0.8,0,8308.0,252,71.7,0.0001403386104671
Portugal,1,24,29957,49,87,71,15,0.8,0,8308.0,252,71.7,0.0
Portugal,1,24,19804,52,84,77,16,0.8,0,8308.0,252,71.7,0.0
Portugal,1,24,38704,54,83,74,13,0.8,0,8308.0,252,71.7,0.0037511096140989
Portugal,1,24,14219,56,83,0,12,0.8,0,8308.0,252,71.7,0.000154577771655
Portugal,1,24,24208,58,83,0,11,0.8,0,8308.0,252,71.7,0.0030839669873026
Portugal,1,24,28928,60,85,0,8,0.8,0,8308.0,252,71.7,0.0093412263868602
Portugal,1,24,9783,56,85,0,6,0.8,0,8308.0,252,71.7,0.0030585317599103
Portugal,1,24,27980,58,84,0,6,0.8,0,8308.0,252,71.7,8.3148938449212e-05
Sweden,1,24,27301,70,52,80,10,0.0,1095,118105.0,27,62.5,0.0
Sweden,1,24,36433,70,54,89,8,0.0,1095,118105.0,27,62.5,6.291163425362502e-05
Sweden,1,24,25208,70,54,91,7,0.0,1095,118105.0,27,62.5,0.004439367057896
Sweden,1,24,53827,69,53,90,5,0.0,1095,118105.0,27,62.5,0.004236271587269
Sweden,1,24,38867,69,55,89,4,0.0,1095,118105.0,27,62.5,0.0
Sweden,1,24,51001,70,54,90,4,0.0,1095,118105.0,27,62.5,0.0
Sweden,1,24,42998,74,53,88,5,0.0,1095,118105.0,27,62.5,4.589487981679497e-05
Sweden,1,24,43338,68,54,68,6,0.0,1095,118105.0,27,62.5,0.0
Sweden,1,24,22794,72,54,71,7,0.0,1095,118105.0,27,62.5,0.0
Sweden,1,24,40008,74,54,72,7,0.0,1095,118105.0,27,62.5,0.0
Sweden,1,24,30586,71,53,73,6,0.0,1095,118105.0,27,62.5,0.0037592802473359
Sweden,1,24,8672,75,53,73,6,0.0,1095,118105.0,27,62.5,0.0036682039791995
Sweden,1,24,51424,73,52,72,8,0.0,1095,118105.0,27,62.5,0.0038195145649826
Sweden,1,24,48780,74,54,70,8,0.0,1095,118105.0,27,62.5,0.0036748591096713
Sweden,1,24,49914,74,53,67,7,0.0,1095,118105.0,27,62.5,0.0
Sweden,1,24,47107,71,52,65,7,0.0,1095,118105.0,27,62.5,0.0066114482533937
Sweden,1,24,60615,72,54,81,8,0.0,1095,118105.0,27,62.5,7.080837920497226e-05
Sweden,1,24,43436,73,52,79,7,0.0,1095,118105.0,27,62.5,5.074498284572886e-05
Sweden,1,24,54841,72,53,0,7,0.0,1095,118105.0,27,62.5,0.0031753001745599
Sweden,1,24,30733,73,52,0,6,0.0,1095,118105.0,27,62.5,0.0
Sweden,1,24,54557,74,52,0,6,0.0,1095,118105.0,27,62.5,0.006609819694408
Sweden,1,24,46266,73,52,0,6,0.0,1095,118105.0,27,62.5,0.0101220796542348
Belgium,1,25,30176,70,46,80,9,1.0,0,52262.0,70,139.0,0.0
Belgium,1,25,42870,70,45,89,8,1.0,0,52262.0,70,139.0,0.0
Belgium,1,25,4128,67,46,91,6,1.0,0,52262.0,70,139.0,0.0001124861904922
Belgium,1,25,30118,68,46,97,6,1.0,0,52262.0,70,139.0,0.0001974930203784
Belgium,1,25,37117,68,46,99,6,1.0,0,52262.0,70,139.0,0.0
Belgium,1,25,37064,72,47,100,7,1.0,0,52262.0,70,139.0,0.0001288544559152
Belgium,1,25,40937,71,46,69,7,1.0,0,52262.0,70,139.0,0.0
Belgium,1,25,49442,72,47,70,8,1.0,0,52262.0,70,139.0,7.487420080569015e-07
Belgium,1,25,26100,72,47,71,8,1.0,0,52262.0,70,139.0,7.865266936015406e-05
Belgium,1,25,25604,70,48,71,7,1.0,0,52262.0,70,139.0,0.0001225903358317
Belgium,1,25,38068,68,49,70,6,1.0,0,52262.0,70,139.0,0.0001357070054076
Belgium,1,25,32698,72,50,70,7,1.0,0,52262.0,70,139.0,0.0
Belgium,1,25,40062,68,49,69,8,1.0,0,52262.0,70,139.0,8.354423813410451e-06
Belgium,1,25,38693,70,50,69,7,1.0,0,52262.0,70,139.0,0.0
Belgium,1,25,53904,68,50,68,7,1.0,0,52262.0,70,139.0,0.00019299883454
Belgium,1,25,53777,68,50,100,8,1.0,0,52262.0,70,139.0,0.0002683667715032
Belgium,1,25,43172,69,48,100,8,1.0,0,52262.0,70,139.0,0.0001169690878151
Belgium,1,25,30599,69,50,0,8,1.0,0,52262.0,70,139.0,0.0
Belgium,1,25,43661,69,50,0,7,1.0,0,52262.0,70,139.0,0.0
Belgium,1,25,65950,67,50,0,7,1.0,0,52262.0,70,139.0,5.705841095149429e-05
Belgium,1,25,49477,68,49,0,5,1.0,0,52262.0,70,139.0,0.0
Finland,1,25,18416,69,53,83,15,0.0,180,27990.0,71,76.2,0.0
Finland,1,25,41120,70,52,84,14,0.0,180,27990.0,71,76.2,0.0
Finland,1,25,32865,69,54,84,13,0.0,180,27990.0,71,76.2,0.0
Finland,1,25,29361,71,53,86,11,0.0,180,27990.0,71,76.2,0.0
Finland,1,25,20963,69,52,89,11,0.0,180,27990.0,71,76.2,0.000101391521987
Finland,1,25,34199,71,53,90,10,0.0,180,27990.0,71,76.2,4.542578782093312e-05
Finland,1,25,45937,69,53,90,10,0.0,180,27990.0,71,76.2,2.209773348495992e-05
Finland,1,25,35054,70,52,91,10,0.0,180,27990.0,71,76.2,0.0
Finland,1,25,30328,76,50,77,10,0.0,180,27990.0,71,76.2,0.0
Finland,1,25,41892,70,48,77,8,0.0,180,27990.0,71,76.2,0.0
Finland,1,25,40713,76,48,78,7,0.0,180,27990.0,71,76.2,0.0
Finland,1,25,58589,71,51,78,6,0.0,180,27990.0,71,76.2,0.0
Finland,1,25,25634,74,51,77,6,0.0,180,27990.0,71,76.2,0.0
Finland,1,25,27731,73,53,77,8,0.0,180,27990.0,71,76.2,0.0
Finland,1,25,24706,74,51,77,8,0.0,180,27990.0,71,76.2,5.569788266568005e-05
Finland,1,25,42015,75,52,76,7,0.0,180,27990.0,71,76.2,0.0
Finland,1,25,41519,75,52,75,7,0.0,180,27990.0,71,76.2,0.0002223632315751
Finland,1,25,48156,73,51,97,8,0.0,180,27990.0,71,76.2,0.0
Finland,1,25,41354,75,50,97,8,0.0,180,27990.0,71,76.2,0.0
Finland,1,25,49322,78,48,0,9,0.0,180,27990.0,71,76.2,5.564394605322951e-05
Finland,1,25,44528,76,49,0,8,0.0,180,27990.0,71,76.2,0.0
Finland,1,25,42254,77,49,0,8,0.0,180,27990.0,71,76.2,0.0
Finland,1,25,47165,77,48,0,7,0.0,180,27990.0,71,76.2,0.0
Finland,1,25,36738,77,50,0,6,0.0,180,27990.0,71,76.2,0.0001123699396274
Finland,1,25,46600,77,39,0,7,0.0,180,27990.0,71,76.2,0.0
France,1,25,37148,71,75,87,10,0.0,365,352473.0,500,205.8,0.0
France,1,25,37307,68,73,87,8,0.0,365,352473.0,500,205.8,2.8701460035924605e-05
France,1,25,27775,70,71,86,8,0.0,365,352473.0,500,205.8,4.1782993239091553e-05
France,1,25,23259,72,70,86,8,0.0,365,352473.0,500,205.8,0.0
France,1,25,33599,67,72,86,8,0.0,365,352473.0,500,205.8,0.0016894504488068
France,1,25,16798,70,71,89,8,0.0,365,352473.0,500,205.8,0.0
France,1,25,12874,69,71,88,8,0.0,365,352473.0,500,205.8,1.7982818536224147e-05
France,1,25,34277,59,71,88,7,0.0,365,352473.0,500,205.8,0.0
France,1,25,23728,68,70,87,7,0.0,365,352473.0,500,205.8,0.0012720508152256
France,1,25,48553,69,70,86,8,0.0,365,352473.0,500,205.8,0.0
France,1,25,25322,66,67,87,8,0.0,365,352473.0,500,205.8,0.0009963692950962
France,1,25,38677,66,67,87,8,0.0,365,352473.0,500,205.8,0.0012766934357884
France,1,25,21016,65,66,87,9,0.0,365,352473.0,500,205.8,0.001372455924584
France,1,25,52631,62,67,87,9,0.0,365,352473.0,500,205.8,0.0026162862409144
France,1,25,50382,66,67,88,10,0.0,365,352473.0,500,205.8,0.0
France,1,25,31149,64,66,0,10,0.0,365,352473.0,500,205.8,0.0048718212585813
France,1,25,38228,66,66,0,10,0.0,365,352473.0,500,205.8,0.0001877695570479
France,1,25,54015,65,64,0,9,0.0,365,352473.0,500,205.8,0.0
Germany,1,25,26472,71,44,97,9,1.0,0,375379.0,349,343.2,5.0633398231736285e-05
Germany,1,25,32573,71,47,98,8,1.0,0,375379.0,349,343.2,5.66120238788121e-05
Germany,1,25,31507,69,43,99,7,1.0,0,375379.0,349,343.2,2.3552490768199745e-05
Germany,1,25,21115,68,48,100,7,1.0,0,375379.0,349,343.2,9.179123419214356e-05
Germany,1,25,17304,68,49,100,8,1.0,0,375379.0,349,343.2,0.0
Germany,1,25,25465,65,48,100,9,1.0,0,375379.0,349,343.2,0.0
Germany,1,25,29886,70,49,100,10,1.0,0,375379.0,349,343.2,0.0
Germany,1,25,33311,65,49,99,11,1.0,0,375379.0,349,343.2,0.0
Germany,1,25,49130,65,48,98,10,1.0,0,375379.0,349,343.2,3.1674908995973655e-05
Germany,1,25,49538,66,50,95,8,1.0,0,375379.0,349,343.2,0.0
Germany,1,25,31638,66,51,94,7,1.0,0,375379.0,349,343.2,0.0
Germany,1,25,50771,65,53,92,7,1.0,0,375379.0,349,343.2,2.4721634122792588e-05
Germany,1,25,40757,65,50,92,6,1.0,0,375379.0,349,343.2,1.1542429719233256e-05
Germany,1,25,59049,70,52,90,5,1.0,0,375379.0,349,343.2,0.0011616006876957
Germany,1,25,29930,69,53,88,5,1.0,0,375379.0,349,343.2,0.0
Germany,1,25,64605,71,51,87,5,1.0,0,375379.0,349,343.2,9.44065110327834e-05
Germany,1,25,42584,67,50,86,4,1.0,0,375379.0,349,343.2,7.243439606096956e-06
Germany,1,25,44681,69,51,0,4,1.0,0,375379.0,349,343.2,8.155925557698561e-05
Germany,1,25,35046,70,51,0,4,1.0,0,375379.0,349,343.2,0.0001334248560823
Germany,1,25,47596,71,49,0,3,1.0,0,375379.0,349,343.2,0.0001486851262204
Germany,1,25,54221,72,49,0,3,1.0,0,375379.0,349,343.2,8.853237119432869e-05
Germany,1,25,27390,73,47,0,3,1.0,0,375379.0,349,343.2,0.0
Germany,1,25,51259,70,40,0,3,1.0,0,375379.0,349,343.2,8.585373587378752e-05
Hungary,1,25,13567,70,17,100,10,0.0,730,7504.0,33,5.4,0.0
Hungary,1,25,10833,71,18,100,8,0.0,730,7504.0,33,5.4,0.0
Hungary,1,25,18012,71,17,100,8,0.0,730,7504.0,33,5.4,0.0
Hungary,1,25,13912,69,15,100,6,0.0,730,7504.0,33,5.4,0.0
Hungary,1,25,21002,70,13,100,5,0.0,730,7504.0,33,5.4,0.000186109985969
Hungary,1,25,13240,69,14,100,5,0.0,730,7504.0,33,5.4,0.0
Hungary,1,25,23970,53,13,100,5,0.0,730,7504.0,33,5.4,5.0108482872725625e-05
Hungary,1,25,17805,69,13,99,5,0.0,730,7504.0,33,5.4,3.838673969789362e-05
Hungary,1,25,25053,49,14,99,7,0.0,730,7504.0,33,5.4,8.48992389923481e-06
Hungary,1,25,18677,71,14,98,7,0.0,730,7504.0,33,5.4,6.116057726185461e-05
Hungary,1,25,13489,48,15,97,7,0.0,730,7504.0,33,5.4,8.789739673760295e-05
Hungary,1,25,25415,46,13,95,7,0.0,730,7504.0,33,5.4,6.935920742884512e-05
Hungary,1,25,13845,47,14,94,10,0.0,730,7504.0,33,5.4,0.0
Hungary,1,25,25942,46,13,93,11,0.0,730,7504.0,33,5.4,0.0
Hungary,1,25,26053,48,13,91,11,0.0,730,7504.0,33,5.4,0.0001425952488313
Hungary,1,25,28301,53,13,92,10,0.0,730,7504.0,33,5.4,0.0001346041218405
Hungary,1,25,22936,53,13,88,7,0.0,730,7504.0,33,5.4,2.2606826256431425e-05
Hungary,1,25,27217,60,13,0,6,0.0,730,7504.0,33,5.4,0.0
Hungary,1,25,19959,58,12,0,5,0.0,730,7504.0,33,5.4,0.0001651004843572
Hungary,1,25,31075,60,14,0,4,0.0,730,7504.0,33,5.4,0.0
Hungary,1,25,32778,60,14,0,3,0.0,730,7504.0,33,5.4,0.0001204498215588
Hungary,1,25,31002,58,13,0,3,0.0,730,7504.0,33,5.4,0.0
Italy,1,25,35000,67,44,76,8,1.0,0,61997.0,137,278.5,0.001874033042818
Italy,1,25,58636,71,45,75,7,1.0,0,61997.0,137,278.5,5.287619227251577e-06
Italy,1,25,48172,64,44,75,7,1.0,0,61997.0,137,278.5,0.0
Italy,1,25,27606,67,45,76,6,1.0,0,61997.0,137,278.5,0.0
Italy,1,25,29880,62,48,76,6,1.0,0,61997.0,137,278.5,3.6865427555004415e-05
Italy,1,25,34164,65,47,76,6,1.0,0,61997.0,137,278.5,0.0001484608797938
Italy,1,25,42572,59,47,76,7,1.0,0,61997.0,137,278.5,0.0
Italy,1,25,36942,58,49,77,8,1.0,0,61997.0,137,278.5,0.0
Italy,1,25,65676,61,49,77,8,1.0,0,61997.0,137,278.5,0.0
Italy,1,25,28192,61,48,76,10,1.0,0,61997.0,137,278.5,0.0
Italy,1,25,43807,58,48,77,12,1.0,0,61997.0,137,278.5,0.0
Italy,1,25,43265,60,50,77,12,1.0,0,61997.0,137,278.5,6.474403947622261e-05
Italy,1,25,47828,63,49,0,11,1.0,0,61997.0,137,278.5,0.0
Italy,1,25,39028,66,50,0,11,1.0,0,61997.0,137,278.5,0.0001866736110779
Italy,1,25,11371,64,49,0,11,1.0,0,61997.0,137,278.5,0.0011433564975681
Italy,1,25,25794,65,48,0,10,1.0,0,61997.0,137,278.5,0.0010143493753634
Italy,1,25,44996,64,53,0,9,1.0,0,61997.0,137,278.5,1.6677742431426956e-06
Lithuania,1,25,9458,69,38,100,13,0.5,0,3013.0,12,4.7,0.0
Lithuania,1,25,10917,71,39,100,13,0.5,0,3013.0,12,4.7,4.2750334803641146e-05
Lithuania,1,25,11821,70,39,100,15,0.5,0,3013.0,12,4.7,0.0
Lithuania,1,25,20117,68,35,100,16,0.5,0,3013.0,12,4.7,0.0001620198065384
Lithuania,1,25,10609,71,36,100,13,0.5,0,3013.0,12,4.7,0.0
Lithuania,1,25,12851,69,35,100,12,0.5,0,3013.0,12,4.7,0.0
Lithuania,1,25,22522,59,36,100,10,0.5,0,3013.0,12,4.7,0.0
Lithuania,1,25,15029,57,35,100,8,0.5,0,3013.0,12,4.7,0.0
Lithuania,1,25,17863,56,36,100,5,0.5,0,3013.0,12,4.7,0.0
Lithuania,1,25,14475,54,33,100,4,0.5,0,3013.0,12,4.7,8.321371342746701e-05
Lithuania,1,25,33976,48,34,100,5,0.5,0,3013.0,12,4.7,2.813565154334916e-05
Lithuania,1,25,19569,54,34,100,13,0.5,0,3013.0,12,4.7,0.0
Lithuania,1,25,10642,57,34,100,17,0.5,0,3013.0,12,4.7,0.0
Lithuania,1,25,16437,56,33,100,15,0.5,0,3013.0,12,4.7,4.8010842577203656e-05
Lithuania,1,25,28831,59,32,100,13,0.5,0,3013.0,12,4.7,0.0
Lithuania,1,25,30390,58,32,100,11,0.5,0,3013.0,12,4.7,0.0
Lithuania,1,25,23174,58,32,99,10,0.5,0,3013.0,12,4.7,2.1076095099386275e-05
Lithuania,1,25,30928,63,32,0,9,0.5,0,3013.0,12,4.7,0.0
Lithuania,1,25,28864,62,31,0,7,0.5,0,3013.0,12,4.7,0.0
Lithuania,1,25,42699,64,32,0,6,0.5,0,3013.0,12,4.7,0.0
Lithuania,1,25,35900,62,32,0,6,0.5,0,3013.0,12,4.7,3.7667048807861246e-05
Lithuania,1,25,23649,66,38,0,7,0.5,0,3013.0,12,4.7,0.0
Netherlands,1,25,35170,70,66,84,6,1.0,0,18695.0,100,287.9,0.0
Netherlands,1,25,40260,70,65,81,5,1.0,0,18695.0,100,287.9,0.0002408631517697
Netherlands,1,25,46696,69,66,80,4,1.0,0,18695.0,100,287.9,0.0
Netherlands,1,25,38733,70,64,78,3,1.0,0,18695.0,100,287.9,0.0
Netherlands,1,25,47410,69,66,79,2,1.0,0,18695.0,100,287.9,0.0001388637744028
Netherlands,1,25,61722,70,65,80,2,1.0,0,18695.0,100,287.9,0.0
Netherlands,1,25,48709,69,61,80,2,1.0,0,18695.0,100,287.9,0.0
Netherlands,1,25,45077,75,62,81,3,1.0,0,18695.0,100,287.9,0.0001523804695157
Netherlands,1,25,53582,69,62,80,4,1.0,0,18695.0,100,287.9,0.0
Netherlands,1,25,59292,75,61,80,5,1.0,0,18695.0,100,287.9,0.0001095635906254
Netherlands,1,25,36514,75,61,81,5,1.0,0,18695.0,100,287.9,6.720686751628492e-05
Netherlands,1,25,43856,71,60,82,4,1.0,0,18695.0,100,287.9,0.0
Netherlands,1,25,31279,75,60,83,3,1.0,0,18695.0,100,287.9,0.0
Netherlands,1,25,50142,77,60,83,4,1.0,0,18695.0,100,287.9,0.0
Netherlands,1,25,45018,75,63,84,4,1.0,0,18695.0,100,287.9,0.0
Netherlands,1,25,24261,73,61,88,4,1.0,0,18695.0,100,287.9,8.177965853385687e-05
Netherlands,1,25,39850,74,63,88,5,1.0,0,18695.0,100,287.9,0.0
Netherlands,1,25,48062,73,64,90,7,1.0,0,18695.0,100,287.9,7.826724300883757e-05
Netherlands,1,25,18914,75,66,90,7,1.0,0,18695.0,100,287.9,0.0
Netherlands,1,25,64504,73,66,0,6,1.0,0,18695.0,100,287.9,6.627061390734165e-06
Netherlands,1,25,49607,74,66,0,6,1.0,0,18695.0,100,287.9,7.831475783148022e-05
Netherlands,1,25,54409,75,66,0,4,1.0,0,18695.0,100,287.9,0.0
Netherlands,1,25,26801,74,66,0,3,1.0,0,18695.0,100,287.9,7.796196620855642e-05
Netherlands,1,25,59998,76,66,0,3,1.0,0,18695.0,100,287.9,0.0
Netherlands,1,25,80097,72,39,0,3,1.0,0,18695.0,100,287.9,0.0
Norway,1,25,69694,70,59,67,5,0.0,180,17518.0,1,224.9,0.0001305828122832
Norway,1,25,58837,70,58,68,4,0.0,180,17518.0,1,224.9,0.0
Norway,1,25,39593,71,58,68,3,0.0,180,17518.0,1,224.9,0.0001344442484796
Norway,1,25,34420,71,56,70,3,0.0,180,17518.0,1,224.9,8.160708366343e-05
Norway,1,25,39405,69,58,69,3,0.0,180,17518.0,1,224.9,0.0
Norway,1,25,84261,69,57,68,3,0.0,180,17518.0,1,224.9,0.0
Norway,1,25,68854,69,58,69,4,0.0,180,17518.0,1,224.9,0.0
Norway,1,25,17184,70,60,71,4,0.0,180,17518.0,1,224.9,0.0
Norway,1,25,43783,74,61,74,4,0.0,180,17518.0,1,224.9,8.089982058710815e-05
Norway,1,25,66663,70,63,74,4,0.0,180,17518.0,1,224.9,0.0
Norway,1,25,63173,76,60,76,3,0.0,180,17518.0,1,224.9,0.0
Norway,1,25,68264,70,60,78,2,0.0,180,17518.0,1,224.9,0.0
Norway,1,25,55859,69,58,78,2,0.0,180,17518.0,1,224.9,1.8526346944200947e-05
Norway,1,25,71757,69,57,79,3,0.0,180,17518.0,1,224.9,0.0
Norway,1,25,70641,74,57,80,3,0.0,180,17518.0,1,224.9,7.553786111599781e-05
Norway,1,25,42677,69,59,81,3,0.0,180,17518.0,1,224.9,0.0001188145450528
